평점순위,회사명,지역,평점,연봉
839,인터랙티비(주),서울,2.7,"4,187"
840,크리스피드(주),서울,2.7,"3,477"
841,한국아이비엠테크니컬솔루션(유),경기,2.7,"3,952"
842,(재)행복아이씨티,서울,2.7,"3,418"
843,(주)네이블커뮤니케이션즈,서울,2.7,"5,192"
844,(주)아이비즈소프트웨어,서울,2.7,"3,231"
845,(주)에어코드,서울,2.7,"4,358"
846,(주)엘루오씨앤씨,서울,2.7,"3,738"
847,(주)이포즌,서울,2.7,"4,190"
848,(주)인투데이타시스템,서울,2.7,"2,766"
849,(주)트윔,경기,2.7,"3,458"
850,(주)파인원커뮤니케이션즈,서울,2.7,"4,100"
851,(주)푸드나무,서울,2.7,"1,954"
852,(주)핑거,서울,2.7,"4,610"
853,매그넘빈트(주),서울,2.7,"3,271"
854,바이텍정보통신(주),경기,2.7,"4,873"
855,선도소프트(주),서울,2.7,"3,022"
856,에덴레드코리아(주),서울,2.7,"3,175"
857,에이치엔아이엔씨(주),서울,2.7,"5,161"
858,위즈코어(주),서울,2.7,"4,241"
859,케이엘넷(주),서울,2.7,"4,530"
860,(주)넷아이디,서울,2.6,"2,379"
861,(주)드림어스컴퍼니,서울,2.6,"4,487"
862,(주)리코시스,서울,2.6,"3,607"
863,(주)엠에스티씨,경기,2.6,"2,774"
864,(주)유티플러스인터랙티브,경기,2.6,"4,144"
865,(주)제이씨원,서울,2.6,"4,495"
866,(주)포시에스,서울,2.6,"3,957"
867,링인터랙티브(주),서울,2.6,"2,950"
868,잘레시아(주),서울,2.6,"4,819"
869,(주)디지틀조선일보,서울,2.6,"4,004"
870,(주)레전더리스,서울,2.6,"3,041"
871,(주)스마일벤처스,서울,2.6,"3,288"
872,(주)아이엠비씨,서울,2.6,"5,322"
873,(주)이테크시스템,서울,2.6,"4,695"
874,(주)지앤티솔루션,서울,2.6,"3,832"
875,(주)케이티스,서울,2.6,"2,402"
876,(주)크로니아이티,서울,2.6,"3,304"
877,동방에스앤디(주),서울,2.6,"4,225"
878,마이뮤직테이스트,서울,2.6,"2,846"
879,엔에이치엔커머스(주),서울,2.6,"3,379"
880,예스이십사(주),서울,2.6,"3,669"
881,(주)글루시스,경기,2.6,"3,375"
882,(주)디지털플래닝,서울,2.6,"2,390"
883,(주)상아매니지먼트컨설팅,서울,2.6,"4,498"
884,(주)에티버스,서울,2.6,"4,498"
885,(주)와이드티엔에스,서울,2.6,"3,784"
886,(주)와이즈넛,경기,2.6,"3,580"
887,(주)지메이트시스템즈,서울,2.6,"2,398"
888,대교씨엔에스(주),서울,2.6,"4,365"
889,디에이인포메이션(주),서울,2.6,"5,113"
890,마크애니(주),서울,2.6,"4,338"
891,부뜰정보시스템(주),서울,2.6,"3,629"
892,에이케이아이에스(주),서울,2.6,"4,734"
893,웹모아(주),서울,2.6,"2,470"
894,유클릭(주),서울,2.6,"4,593"
895,현대 유엔아이(주),서울,2.6,"4,799"
896,(주)수산아이앤티,서울,2.6,"4,073"
897,(주)아크라인소프트,서울,2.6,"3,102"
898,(주)위딧,울산,2.6,"2,857"
899,(주)포씨게이트,서울,2.6,"3,998"
900,(주)하만인터내셔널코리아,서울,2.6,"6,991"
901,아이덴티티게임즈(주),서울,2.6,"4,066"
902,에이텍(주),경기,2.6,"3,525"
903,유플러스아이티(주),서울,2.6,"2,784"
904,(주)엔티시스,서울,2.6,"2,873"
905,넥스젠어쏘시에이트(주),서울,2.6,"3,175"
906,바른손게임즈(주),경기,2.6,"2,585"
907,비앤디(주),대구,2.6,"3,202"
908,에이팀벤처스(주),서울,2.6,"3,235"
909,엔타즈(주),서울,2.6,"2,741"
910,지온네트웍스(주),서울,2.6,"3,733"
911,플랜티넷(주),경기,2.6,"4,772"
912,(주)솔로몬텍,서울,2.6,"3,080"
913,(주)씨아이솔루션,서울,2.6,"3,196"
914,(주)아티언스,서울,2.6,"3,035"
915,(주)주인정보시스템,서울,2.6,"3,504"
916,동원씨앤에스(주),서울,2.6,"2,324"
917,엘토브(주),서울,2.6,"3,275"
918,오브젠(주),서울,2.6,"5,145"
919,유젠플랜에이(주),서울,2.6,"3,192"
920,이노라임(주),서울,2.6,"4,712"
921,한국지역정보개발원,서울,2.6,"3,943"
922,(주)비즈니스온커뮤니케이션,서울,2.6,"3,739"
923,(주)신한디에스,서울,2.6,"5,194"
924,(주)이모션글로벌,서울,2.6,"3,305"
925,(주)커리어넷,서울,2.6,"2,094"
926,공간정보기술(주),경기,2.6,"2,737"
927,디지엠정보기술(주),경기,2.6,"2,426"
928,디지털아이디어(주),경기,2.6,"3,504"
929,메리트인(주),서울,2.6,"1,927"
930,씨에스쉐어링(주),서울,2.6,"2,500"
931,오큐브(주),대구,2.6,"4,468"
932,프람트(주),서울,2.6,"3,424"
933,화이트정보통신(주),서울,2.6,"3,580"
934,(주)뉴스1,서울,2.6,"3,120"
935,(주)비아이씨엔에스,경기,2.6,"4,127"
936,(주)아이닉스소프트,서울,2.6,"3,173"
937,(주)엔키아,경기,2.6,"4,093"
938,(주)진코퍼레이션,서울,2.6,"3,754"
939,(주)코리아센터,서울,2.6,"3,460"
940,(주)파오스파트너스,서울,2.6,"2,913"
941,(주)해피라이징,서울,2.6,"3,154"
942,넥스트리소프트(주),서울,2.6,"4,243"
943,동양네트웍스(주),서울,2.6,"5,765"
944,올엠(주),서울,2.6,"3,545"
945,인크루트알바콜(주),서울,2.6,"2,863"
946,진두아이에스(주),서울,2.6,"3,530"
947,(주)데이타솔루션,서울,2.6,"3,880"
948,(주)동훈아이텍,서울,2.6,"4,013"
949,(주)두잇시스템,서울,2.6,"3,426"
950,(주)라이온브리지테크놀로지스코리아,서울,2.6,"3,639"
951,(주)리얼야구존,서울,2.6,"3,778"
952,(주)스마트소셜,부산,2.6,"2,895"
953,(주)싸이웍스,서울,2.6,"3,021"
954,(주)써머스플랫폼,서울,2.6,"2,971"
955,(주)애자일소다,서울,2.6,"3,342"
956,(주)위메프,서울,2.6,"2,874"
957,(주)지에스아이티엠,서울,2.6,"5,348"
958,(주)트립일레븐,서울,2.6,"2,530"
959,(주)핀업,경기,2.6,"3,404"
960,네오위드넷(주),경기,2.6,"4,115"
961,버츄얼빌더스(주),서울,2.6,"4,115"
962,브레인넷(주),서울,2.6,"3,645"
963,비즈피어(주),서울,2.6,"6,764"
964,크림하우스(주),서울,2.6,"3,249"
965,(주)멸치,서울,2.6,"3,809"
966,(주)비즈스프링,서울,2.6,"3,411"
967,(주)펀진,서울,2.6,"3,758"
968,넷마블몬스터(주),서울,2.6,"4,063"
969,씨비에스아이(주),서울,2.6,"3,158"
970,아이티사이언스(주),경기,2.6,"3,803"
971,아홉(유),서울,2.6,"3,282"
972,에스지데이타(주),서울,2.6,"4,302"
973,엑스큐어(주),경기,2.6,"4,143"
974,이패스코리아(주),서울,2.6,"3,293"
975,인터솔루션테크놀로지(주),서울,2.6,"2,379"
976,(주)어스얼라이언스,서울,2.5,"2,793"
977,(주)오픈소스컨설팅,서울,2.5,"5,294"
978,(주)파워젠,서울,2.5,"4,412"
979,(주)플레이오토,서울,2.5,"2,677"
980,디비비전(주),서울,2.5,"4,661"
981,디앤아이컨설팅(주),서울,2.5,"4,108"
982,디케이유엔씨(주),서울,2.5,"4,859"
983,로지스팟(주),서울,2.5,"3,670"
984,상상스토리(주),서울,2.5,"2,835"
985,통로이미지(주),서울,2.5,"3,512"
986,한빛소프트(주),서울,2.5,"3,306"
987,(주)그리드원,서울,2.5,"4,169"
988,(주)네오리진,서울,2.5,"4,637"
989,(주)써스포,서울,2.5,"2,506"
990,(주)아이티굿,경기,2.5,"3,181"
991,(주)에이블스토어,서울,2.5,"2,498"
992,(주)와이어트,서울,2.5,"3,727"
993,(주)하우리,서울,2.5,"3,387"
994,모뉴엘(주),서울,2.5,"3,590"
995,아이티메이트(주),서울,2.5,"3,502"
996,케이티뮤직(주),서울,2.5,"3,322"
997,헬스커넥트(주),서울,2.5,"4,726"
998,(주)디지털존,서울,2.5,"3,675"
999,(주)브리지텍,서울,2.5,"4,800"
1000,(주)에스피씨네트웍스,경기,2.5,"4,443"
1001,(주)케이티엠모바일,서울,2.5,"4,772"
1002,(주)토탈소프트뱅크,부산,2.5,"3,438"
1003,(주)한글과컴퓨터,경기,2.5,"5,192"
1004,(주)휴먼아이티솔루션,전남,2.5,"2,088"
1005,네오메카(주),서울,2.5,"3,743"
1006,네이버시스템(주),서울,2.5,"3,794"
1007,넥스챌(주),경기,2.5,"3,931"
1008,대아티아이(주),경기,2.5,"4,276"
1009,디지레이(주),경기,2.5,"3,625"
1010,라오니스(주),서울,2.5,"2,798"
1011,소프트원(주),서울,2.5,"4,119"
1012,쌍용정보통신(주),서울,2.5,"5,125"
1013,유비벨록스(주),서울,2.5,"4,894"
1014,이노아이(주),서울,2.5,"2,354"
1015,(재)한국통계정보원,대전,2.5,"2,965"
1016,(주)다임즈,서울,2.5,"5,068"
1017,(주)코난테크놀로지,서울,2.5,"4,400"
1018,(주)테크빌,서울,2.5,"4,746"
1019,(주)하이메디,서울,2.5,"3,542"
1020,대상정보기술(주),서울,2.5,"4,782"
1021,라이트브레인엠(주),서울,2.5,"3,163"
1022,소프트아이텍(주),대전,2.5,"3,819"
1023,엠게임(주),서울,2.5,"4,024"
1024,위메이드아이오(주),경기,2.5,"3,386"
1025,유누스(주),서울,2.5,"4,576"
1026,유빈스(주),경기,2.5,"2,799"
1027,인텔리안시스템즈(주),서울,2.5,"4,200"
1028,제오젠(주),서울,2.5,"3,679"
1029,(주)넥스지,서울,2.5,"4,297"
1030,(주)디오티스,서울,2.5,"3,644"
1031,(주)룽투코리아,해외,2.5,"3,118"
1032,(주)사이버다임,서울,2.5,"4,002"
1033,(주)아사달,서울,2.5,"3,439"
1034,(주)엘솔컴퍼니,서울,2.5,"3,396"
1035,(주)와이드모바일,서울,2.5,"2,963"
1036,(주)유니포인트,서울,2.5,"3,939"
1037,(주)유호스트,서울,2.5,"2,711"
1038,(주)포스토피아,서울,2.5,"2,775"
1039,네트빌(주),서울,2.5,"3,999"
1040,마인드원(주),서울,2.5,"4,129"
1041,마티아솔루션(주),서울,2.5,"2,874"
1042,비트러스트(주),서울,2.5,"2,426"
1043,에스씨에스프로(주),서울,2.5,"3,228"
1044,엔미디어플랫폼(주),경기,2.5,"3,472"
1045,웨더뉴스(주),서울,2.5,"3,668"
1046,키즈룹(주),서울,2.5,"3,643"
1047,키트랩스(주),서울,2.5,"2,099"
1048,티에이케이정보시스템(주),서울,2.5,"4,585"
1049,포미트(주),부산,2.5,"3,398"
1050,플라이앤컴퍼니(주) 푸드플라이,서울,2.5,"2,842"
1051,현대정보기술(주),서울,2.5,"5,501"
1052,(주)시큐브,서울,2.5,"3,704"
1053,(주)아스템즈,서울,2.5,"3,074"
1054,(주)에이시에스,서울,2.5,"3,844"
1055,대신정보통신(주),광주,2.5,"3,755"
1056,아이브스(주),서울,2.5,"4,242"
1057,한영시스텍(주),서울,2.5,"2,626"
1058,(주)북팔,서울,2.5,"2,789"
1059,(주)블루트리,서울,2.5,"3,647"
1060,(주)이지닉스,경기,2.5,"3,786"
1061,(주)이지서티,서울,2.5,"2,767"
1062,(주)인지소프트,서울,2.5,"4,564"
1063,(주)타운컴퍼니,서울,2.5,"2,394"
1064,(주)패션고코리아,서울,2.5,"4,029"
1065,(주)포잉,서울,2.5,"3,329"
1066,더화이트커뮤니케이션(주),서울,2.5,"2,886"
1067,시스게이트(주),경기,2.5,"2,641"
1068,아세테크(주),경기,2.5,"3,244"
1069,엔디에스(주),서울,2.5,"5,957"
1070,엔케이솔루션(주),부산,2.5,"3,413"
1071,이루온(주),경기,2.5,"4,067"
1072,인버스(주),서울,2.5,"3,499"
1073,지티원(주),서울,2.5,"4,231"
1074,콘센트릭스서비스코리아(유),서울,2.5,"4,164"
1075,한국통신인터넷기술(주),서울,2.5,"2,812"
1076,(주)소리자바,서울,2.5,"2,476"
1077,(주)스코넥엔터테인먼트,서울,2.5,"3,008"
1078,(주)이노그리드,서울,2.5,"3,920"
1079,(주)제이윈파트너스,서울,2.5,"4,729"
1080,(주)한국직업개발원,서울,2.5,"2,790"
1081,디케이서비스(주),제주,2.5,"2,090"
1082,어드밴텍케이알(주),서울,2.5,"4,178"
1083,에스지에이(주),서울,2.5,"2,955"
1084,코츠테크놀로지(주),경기,2.5,"3,764"
1085,(주)네오플러스,서울,2.5,"3,746"
1086,(주)망고플레이트,서울,2.5,"2,506"
1087,(주)씨유박스,서울,2.5,"3,744"
1088,(주)액토즈소프트,서울,2.5,"3,928"
1089,(주)에이쓰리시큐리티,서울,2.5,"3,138"
1090,가이스트코리아(주),서울,2.5,"3,264"
1091,더이앤엠(주),서울,2.5,"3,621"
1092,스파이어테크놀로지(주),경기,2.5,"5,051"
1093,엘지히다찌(주),서울,2.5,"5,737"
1094,테스트이앤씨(주),서울,2.5,"2,679"
1095,한국문헌정보기술(주),서울,2.5,"2,491"
1096,(주)가온아이,서울,2.5,"2,557"
1097,(주)링크프라이스,서울,2.5,"3,379"
1098,(주)매경닷컴,서울,2.5,"3,761"
1099,(주)솔루게이트,서울,2.5,"3,249"
1100,(주)애니게이트,서울,2.5,"3,901"
1101,(주)위메이드,경기,2.5,"6,365"
1102,(주)유웨이어플라이,서울,2.5,"3,925"
1103,(주)이원헬스케어,인천,2.5,"3,496"
1104,(주)인벤,경기,2.5,"2,912"
1105,리파인(주),서울,2.5,"3,763"
1106,잘만테크(주),서울,2.5,"3,204"
1107,티엔에이치(주),경기,2.5,"2,904"
1108,(주)라이프시맨틱스,서울,2.4,"4,196"
1109,(주)베스파,서울,2.4,"4,184"
1110,(주)애드캡슐소프트,서울,2.4,"3,342"
1111,(주)지어소프트,서울,2.4,"3,863"
1112,대보정보통신(주),경기,2.4,"3,634"
1113,디마이닝(주),서울,2.4,"1,633"
1114,에듀스파(주),서울,2.4,"2,879"
1115,이니텍(주),서울,2.4,"5,501"
1116,(주)다날엔터테인먼트,경기,2.4,"3,940"
1117,(주)미루시스템즈,경기,2.4,"3,753"
1118,(주)유알피시스템,서울,2.4,"4,105"
1119,(주)지텍에스,경기,2.4,"2,447"
1120,(주)티제이커뮤니케이션,서울,2.4,"3,425"
1121,(주)파티게임즈,서울,2.4,"3,941"
1122,교육지대(주),서울,2.4,"3,139"
1123,비젠트로(주),경기,2.4,"5,588"
1124,써티웨어(주),서울,2.4,"3,922"
1125,아주아이티(주),서울,2.4,"4,055"
1126,아카인텔리전스(주),서울,2.4,"2,667"
1127,케이엘정보통신(주),대전,2.4,"3,234"
1128,(주)곰앤컴퍼니,서울,2.4,"3,535"
1129,(주)더크림유니언,서울,2.4,"3,212"
1130,(주)아카넷,대전,2.4,"3,185"
1131,(주)와이드넷엔지니어링,서울,2.4,"2,496"
1132,(주)지더블유캐드코리아,서울,2.4,"3,272"
1133,(주)케이에스티모빌리티,서울,2.4,"4,449"
1134,(주)현대이지웰,서울,2.4,"3,606"
1135,나눔기술(주),서울,2.4,"5,137"
1136,모우인터렉티브(주),서울,2.4,"3,483"
1137,아이티노매즈(주),서울,2.4,"3,826"
1138,이에스이(주),경기,2.4,"3,840"
1139,이엔피게임즈(주),서울,2.4,"2,921"
1140,티시스(주),서울,2.4,"3,642"
1141,페이레터(주),서울,2.4,"4,199"
1142,(주)더체크,서울,2.4,"4,613"
1143,(주)디지텍시스템스,경기,2.4,"2,831"
1144,(주)이지팜,경기,2.4,"3,666"
1145,(주)피씨엔,서울,2.4,"3,539"
1146,메디인사이드(주),서울,2.4,"2,623"
1147,솔트웨어(주),서울,2.4,"4,026"
1148,원트리즈뮤직(주),서울,2.4,"2,973"
1149,위드시스템(주),서울,2.4,"2,629"
1150,제노이드(주),서울,2.4,"3,677"
1151,케이디디아이코리아(주),서울,2.4,"4,563"
1152,코테크시스템(주),서울,2.4,"3,824"
1153,한국후지제록스정보시스템(주),서울,2.4,"5,057"
1154,(주)넷크루즈,서울,2.4,"4,219"
1155,(주)라이클,서울,2.4,"2,793"
1156,(주)마상소프트,부산,2.4,"2,585"
1157,(주)마이테이블,서울,2.4,"2,641"
1158,(주)세포아소프트,서울,2.4,"4,326"
1159,(주)스마투스,서울,2.4,"2,964"
1160,(주)아이뱅크,서울,2.4,"2,542"
1161,(주)에이디앤스타일,서울,2.4,"3,305"
1162,(주)에이치씨인포,서울,2.4,"2,512"
1163,(주)윤커뮤니케이션즈,경기,2.4,"3,313"
1164,디나인컴즈(주),서울,2.4,"3,014"
1165,미디어포스원(주),서울,2.4,"3,588"
1166,범일정보(주),대구,2.4,"3,699"
1167,아이알링크(주),서울,2.4,"3,174"
1168,아이앤티시스템(주),서울,2.4,"3,105"
1169,아이템베이(주),서울,2.4,"3,470"
1170,애버커스(주),서울,2.4,"4,096"
1171,야긴스텍(주),서울,2.4,"3,488"
1172,엔티티코리아(주),서울,2.4,"4,678"
1173,유넷시스템(주),서울,2.4,"3,627"
1174,이씨이십일(주),서울,2.4,"4,143"
1175,이씨플라자(주),서울,2.4,"3,386"
1176,이케이(주) ,경기,2.4,"2,890"
1177,인재아이엔씨(주),경기,2.4,"3,586"
1178,후이즈홀딩스(주),서울,2.4,"3,538"
1179,(주)그라비티,서울,2.4,"4,136"
1180,(주)미래아이앤지,서울,2.4,"2,969"
1181,(주)바이오닉스진,서울,2.4,"3,521"
1182,(주)엔비티,서울,2.4,"4,136"
1183,(주)이노디스,서울,2.4,"4,391"
1184,(주)인스코비,서울,2.4,"4,446"
1185,(주)차케어스,경기,2.4,"1,936"
1186,모바일나인(주),서울,2.4,"2,382"
1187,삼양데이타시스템(주),서울,2.4,"5,508"
1188,(주)갈라랩,서울,2.4,"3,384"
1189,(주)스타랩스,서울,2.4,"4,342"
1190,(주)스토리이십일,서울,2.4,"2,177"
1191,(주)엠서클,서울,2.4,"3,716"
1192,(주)집꾸미기,서울,2.4,"3,004"
1193,나비스오토모티브시스템즈(주),부산,2.4,"3,933"
1194,동서정보기술(주),경남,2.4,"3,319"
1195,에이스텔(주),서울,2.4,"4,258"
1196,유니챌(주),서울,2.4,"3,461"
1197,(주)뉴스젤리,서울,2.4,"2,830"
1198,(주)디지아이,경기,2.4,"3,747"
1199,(주)비에스에스스포츠,서울,2.4,"3,546"
1200,(주)아이파트너즈,서울,2.4,"3,320"
1201,(주)에이블정보기술,대전,2.4,"3,838"
1202,(주)엔씨엘,서울,2.4,"2,859"
1203,(주)유엔터스,서울,2.4,"2,903"
1204,(주)취업뽀개기,서울,2.4,"2,735"
1205,(주)케이사인,서울,2.4,"3,285"
1206,(주)필라웨어,서울,2.4,"3,868"
1207,(주)핸디소프트,경기,2.4,"4,627"
1208,메디오피아테크(주),서울,2.4,"4,490"
1209,비주얼다이브(주),서울,2.4,"2,592"
1210,에이제이전시몰(주),서울,2.4,"2,972"
1211,엑스소프트(주),서울,2.4,"4,361"
1212,엔에이치엔크로센트(주),서울,2.4,"5,492"
1213,테이블매니저(주),서울,2.4,"2,587"
1214,펜타크리드(주),서울,2.4,"2,489"
1215,(주)럭스로보,서울,2.4,"4,227"
1216,(주)에어패스,부산,2.4,"3,356"
1217,(주)위세아이텍,경기,2.4,"3,736"
1218,(주)틸론,서울,2.4,"4,093"
1219,(주)파이낸셜데이타시스템,서울,2.4,"4,596"
1220,(주)퓨처젠,서울,2.4,"3,207"
1221,네티브(주),서울,2.4,"3,613"
1222,동양온라인(주),서울,2.4,"4,080"
1223,엘아이지시스템(주),서울,2.4,"5,987"
1224,와이에스케이미디어(주),서울,2.4,"3,621"
1225,제이엔테크놀러지(주),서울,2.4,"3,808"
1226,콤위즈(주),서울,2.4,"2,794"
1227,티비스톰(주),서울,2.4,"5,497"
1228,한국콤파스(주),서울,2.4,"3,097"
1229,(주)비트컴퓨터,서울,2.4,"3,525"
1230,(주)아이티뱅크,서울,2.4,"2,365"
1231,(주)에프엑스기어,서울,2.4,"5,071"
1232,(주)파스토,서울,2.4,"4,212"
1233,(주)포워드퓨처,서울,2.4,"2,403"
1234,네이버아이앤에스(주),경기,2.4,"5,313"
1235,다하미커뮤니케이션즈(주),서울,2.4,"3,609"
1236,센티널테크놀로지(주),서울,2.4,"3,087"
1237,시큐에이스(주),서울,2.4,"2,820"
1238,와이에이치데이타베이스(주),대구,2.4,"2,799"
1239,이노뎁(주),서울,2.4,"3,307"
1240,콘웰(주),경기,2.4,"5,198"
1241,(주)라온스토리,서울,2.3,"2,600"
1242,(주)올윈에듀,서울,2.3,"1,997"
1243,레디코리아(주),서울,2.3,"3,440"
1244,소리바다(주),서울,2.3,"3,385"
1245,유디엠텍(주),경기,2.3,"4,637"
