평점순위,회사명,지역,평점,연봉
1246,유시스(주),부산,2.3,"2,218"
1247,케이웨더(주),서울,2.3,"2,988"
1248,트라이패스(주),서울,2.3,"3,012"
1249,(주)더존비즈온,강원,2.3,"3,690"
1250,(주)아이콘루프,서울,2.3,"4,269"
1251,(주)에이텍시스템,경기,2.3,"2,588"
1252,(주)이노시뮬레이션,서울,2.3,"3,914"
1253,(주)컴트루테크놀로지,서울,2.3,"2,698"
1254,디노밴네트웍스(주),서울,2.3,"4,576"
1255,식신(주),서울,2.3,"3,029"
1256,오픈프레스(주),서울,2.3,"3,152"
1257,워크잡(주),부산,2.3,"2,675"
1258,코나아이(주),서울,2.3,"5,136"
1259,퍼니글루,서울,2.3,"2,244"
1260,(주)디아이티,서울,2.3,"3,708"
1261,(주)브이엔티지,서울,2.3,"4,244"
1262,(주)아이엠폼,서울,2.3,"2,490"
1263,(주)아크릴,서울,2.3,"3,689"
1264,(주)엑스큐어넷,서울,2.3,"4,539"
1265,(주)유니파이,서울,2.3,"2,468"
1266,(주)컴퓨터메이트,대구,2.3,"3,701"
1267,(주)포비즈코리아,서울,2.3,"3,466"
1268,누스코(주),서울,2.3,"3,028"
1269,라온피플(주),경기,2.3,"4,522"
1270,메뉴판닷컴(주),서울,2.3,"3,387"
1271,빌포스트(주),서울,2.3,"3,991"
1272,아이피그룹(주),서울,2.3,"3,288"
1273,위두커뮤니케이션즈(주),서울,2.3,"2,925"
1274,인포젠(주),서울,2.3,"3,500"
1275,(주)스마트인피니,서울,2.3,"3,517"
1276,(주)신라시스템,대구,2.3,"2,499"
1277,(주)아비드이앤에프,서울,2.3,"3,083"
1278,(주)인터메이저,서울,2.3,"2,483"
1279,(주)케이디정보기술,서울,2.3,"3,257"
1280,갤럭시아머니트리(주),서울,2.3,"4,604"
1281,닷네임코리아(주),서울,2.3,"1,852"
1282,모렌소프트(주),서울,2.3,"2,908"
1283,아라기술(주),대전,2.3,"5,542"
1284,지오시스지마켓,서울,2.3,"3,207"
1285,코디얼(주),서울,2.3,"4,515"
1286,하나아이앤에스(주),인천,2.3,"5,947"
1287,(주)미니게이트,서울,2.3,"3,972"
1288,(주)바른손이앤에이,서울,2.3,"4,682"
1289,(주)사이버라인,서울,2.3,"4,136"
1290,(주)소셜뉴스,서울,2.3,"2,765"
1291,(주)시드아이티,서울,2.3,"2,193"
1292,(주)아던트,서울,2.3,"3,439"
1293,(주)옐로모바일,서울,2.3,"5,707"
1294,(주)조은아이앤에스,서울,2.3,"3,430"
1295,아토리서치(주),경기,2.3,"4,936"
1296,양재미디어(주),서울,2.3,"3,485"
1297,캔즈플렉스(주),서울,2.3,"2,541"
1298,한국옐로우페이지(주),서울,2.3,"3,058"
1299,(주)집토스,서울,2.3,"3,144"
1300,(주)컴파트너스,인천,2.3,"2,165"
1301,미디어젠(주),경기,2.3,"4,760"
1302,크레이지다이아몬드(주),서울,2.3,"3,375"
1303,(주)에프원시큐리티,서울,2.3,"2,505"
1304,디지털플러스시스템(주),서울,2.3,"3,307"
1305,세중정보기술(주),서울,2.3,"6,389"
1306,이퓨전아이(주),서울,2.3,"2,815"
1307,휴먼아이티에스(주),경기,2.3,"3,390"
1308,(주)게티이미지코리아,서울,2.3,"3,323"
1309,(주)엠피알디,서울,2.3,"2,791"
1310,(주)와일리,서울,2.3,"3,470"
1311,(주)이언커뮤니케이션즈,서울,2.3,"3,300"
1312,(주)퓨쳐시스템,서울,2.3,"4,547"
1313,기분좋은커뮤니케이션(주),서울,2.3,"2,521"
1314,세종텔레콤(주),서울,2.3,"4,521"
1315,앱디스코(주),서울,2.3,"3,085"
1316,이노스파크(주),서울,2.3,"3,499"
1317,이패스씨앤아이(주),서울,2.3,"3,584"
1318,(주)노크노크,서울,2.3,"2,599"
1319,(주)리앙커뮤니케이션즈,서울,2.3,"3,427"
1320,(주)미디어그룹사람과숲,서울,2.3,"2,652"
1321,(주)미디어윌네트웍스,서울,2.3,"3,317"
1322,(주)이너버스,서울,2.3,"3,574"
1323,(주)탑코,서울,2.3,"3,031"
1324,(주)테크랩스,서울,2.3,"3,293"
1325,레드스톤시스템(주),서울,2.3,"2,350"
1326,지엠솔루션(주),서울,2.3,"3,715"
1327,코코네엠(주),서울,2.3,"3,352"
1328,(주)슈퍼솔루션,서울,2.3,"3,400"
1329,(주)아토스,서울,2.3,"3,660"
1330,(주)이트라이브,서울,2.3,"3,901"
1331,(주)티디아이,서울,2.3,"3,081"
1332,(주)티쿤글로벌,서울,2.3,"3,064"
1333,(주)헬로인사,서울,2.3,"3,078"
1334,(주)휴로인터랙티브,경기,2.3,"2,545"
1335,아이티네이드(주),서울,2.3,"2,568"
1336,엔비웨어(주),서울,2.3,"4,072"
1337,유즈브레인넷(주),서울,2.3,"4,264"
1338,코너크리에이티브(주),서울,2.3,"4,122"
1339,(주)웹이즈,서울,2.2,"2,138"
1340,(주)디스이즈게임닷컴,서울,2.2,"2,441"
1341,(주)비주얼,서울,2.2,"3,371"
1342,(주)워터정보,서울,2.2,"2,211"
1343,(주)웨어밸리,서울,2.2,"4,659"
1344,(주)쿠프마케팅,서울,2.2,"3,385"
1345,디지털즈(주),서울,2.2,"4,506"
1346,지오시스(유),서울,2.2,"3,257"
1347,(주)브이더블유,서울,2.2,"3,124"
1348,(주)비젠소프트,서울,2.2,"2,697"
1349,(주)지노시스템,서울,2.2,"3,647"
1350,바이코어(주),경기,2.2,"3,424"
1351,비플라이소프트(주),서울,2.2,"2,377"
1352,씬멀티미디어(주),서울,2.2,"5,206"
1353,엔쓰리엔(주),서울,2.2,"4,137"
1354,이씨마이너(주),서울,2.2,"3,399"
1355,지나웍스(주),서울,2.2,"3,542"
1356,(주)뉴플로이,서울,2.2,"3,748"
1357,(주)매스코,경기,2.2,"3,028"
1358,(주)민커뮤니케이션,대구,2.2,"3,035"
1359,(주)밸로프,서울,2.2,"3,042"
1360,(주)엔와이컴퓨터,경기,2.2,"3,177"
1361,(주)텍스트리,서울,2.2,"2,589"
1362,골프존씨엠(주),서울,2.2,"4,000"
1363,에듀베이션(주),서울,2.2,"3,358"
1364,(주)메타넷에스엔씨,서울,2.2,"4,433"
1365,(주)모바일팩토리,서울,2.2,"3,403"
1366,(주)세인트시큐리티,서울,2.2,"3,630"
1367,비비드커뮤니케이션즈,서울,2.2,"2,380"
1368,슈어엠(주),서울,2.2,"3,027"
1369,쓰리디메디비젼(주),서울,2.2,"3,014"
1370,어니컴(주),서울,2.2,"3,053"
1371,유플리트(주),서울,2.2,"3,031"
1372,텔레웍스(주),서울,2.2,"4,445"
1373,(주)소프트넷,서울,2.2,"3,682"
1374,(주)스마트스코어,서울,2.2,"3,652"
1375,게코소프트(주),서울,2.2,"2,908"
1376,아바드(주),경기,2.2,"3,438"
1377,에이스탁(주),서울,2.2,"2,784"
1378,제이큐브인터랙티브(주),서울,2.2,"3,198"
1379,(주)그린웍스,서울,2.2,"2,922"
1380,(주)더아이엠씨,대구,2.2,"2,419"
1381,(주)인밸류비즈,서울,2.2,"3,626"
1382,(주)한국이디에스,서울,2.2,"3,389"
1383,두루이디에스(주),서울,2.2,"2,985"
1384,디에스앤지시스템(주),서울,2.2,"3,431"
1385,이제너두(주),서울,2.2,"3,354"
1386,정원엔시스(주),서울,2.2,"4,322"
1387,클라우드나인아이앤씨,서울,2.2,"3,529"
1388,트래포트(주),서울,2.2,"2,842"
1389,포인트모바일(주),서울,2.2,"4,777"
1390,(주)메이크봇,서울,2.2,"2,771"
1391,(주)와그,서울,2.2,"3,481"
1392,(주)윤디자인그룹,서울,2.2,"3,733"
1393,(주)페이게이트,서울,2.2,"3,550"
1394,듀스펙(주),서울,2.2,"3,342"
1395,서울스탠다드(주),서울,2.2,"3,873"
1396,소셜네트워크(주),서울,2.2,"3,975"
1397,중외정보기술(주),서울,2.2,"3,844"
1398,케이지이니시스(주),서울,2.2,"3,769"
1399,(주)소프트웨어인라이프,서울,2.2,"3,100"
1400,(주)솔바테크놀러지,서울,2.2,"4,491"
1401,(주)이커머스테크,서울,2.2,"2,960"
1402,네비웍스(주),경기,2.2,"3,486"
1403,듀플렉스(주),경기,2.2,"1,531"
1404,빅스타글로벌(주),서울,2.2,"3,507"
1405,에쓰오씨소프트(주),서울,2.2,"3,325"
1406,인프라닉스(주),서울,2.2,"4,420"
1407,티쓰리엔터테인먼트(주),서울,2.2,"3,531"
1408,퓨즈(주),서울,2.2,"3,009"
1409,(주)리더마인,서울,2.2,"3,420"
1410,(주)미라지웍스,서울,2.2,"4,252"
1411,(주)버텍스아이디,서울,2.2,"4,016"
1412,모젼스랩(주),서울,2.2,"3,224"
1413,케이원정보통신(주),서울,2.2,"2,713"
1414,(주)키위컴퍼니,서울,2.1,"3,135"
1415,유씨알엠(주),서울,2.1,"2,926"
1416,지오니드커뮤니케이션(주),서울,2.1,"2,937"
1417,한국소리마치(주),서울,2.1,"4,329"
1418,한네트(주),서울,2.1,"3,017"
1419,(주)다우인큐브,서울,2.1,"3,700"
1420,(주)와이디온라인,서울,2.1,"4,553"
1421,(주)티에이나인,서울,2.1,"3,595"
1422,(주)펀엔씨,서울,2.1,"3,382"
1423,(주)플레이위드,경기,2.1,"3,376"
1424,스카이피플(주),경기,2.1,"3,192"
1425,디젠(주),인천,2.1,"3,330"
1426,스탠다드네트웍스(주),서울,2.1,"2,938"
1427,위자드랩(주),서울,2.1,"4,482"
1428,지로드코리아(주),서울,2.1,"3,251"
1429,혜만테크(주),서울,2.1,"3,847"
1430,(주)녹십자헬스케어,서울,2.1,"3,722"
1431,(주)모니터랩,서울,2.1,"3,257"
1432,(주)무노스,서울,2.1,"4,293"
1433,(주)앤썸앤컴퍼니,서울,2.1,"4,263"
1434,두올테크(주),서울,2.1,"3,908"
1435,드래곤플라이(주),서울,2.1,"4,101"
1436,삼미정보시스템(주),서울,2.1,"3,954"
1437,옐로오투오(주),서울,2.1,"3,124"
1438,퓨처텍(주),서울,2.1,"2,557"
1439,(주)게이즈,서울,2.1,"2,495"
1440,(주)유텍,대전,2.1,"3,448"
1441,(주)톨레미시스템,대전,2.1,"3,099"
1442,(주)헬로월드,서울,2.1,"3,000"
1443,낙스넷(주),서울,2.1,"2,941"
1444,시도우(주),서울,2.1,"3,156"
1445,이엠디넷,서울,2.1,"3,127"
1446,트리플래닛(주),서울,2.1,"2,814"
1447,(주)오토소프트,경기,2.1,"2,608"
1448,뉴리버,서울,2.1,"2,197"
1449,씨앤토트플러스(주),서울,2.1,"3,334"
1450,아이퀘스트(주),서울,2.1,"3,688"
1451,이와이드플러스(주),기타,2.1,"3,370"
1452,이지인터넷(주),서울,2.1,"2,995"
1453,피디시스템(주),서울,2.1,"2,072"
1454,(주)사이넷,서울,2.1,"4,548"
1455,(주)엠스텍,서울,2.1,"3,003"
1456,(주)케이엔아이씨,경남,2.1,"3,250"
1457,네오싸이언(주),서울,2.1,"4,560"
1458,쉬프트정보통신(주),서울,2.1,"3,969"
1459,씨에이에스(주),서울,2.1,"3,475"
1460,에스프리즘(주),서울,2.1,"2,897"
1461,영우씨엔아이(주),서울,2.1,"2,856"
1462,(주)씨케이앤비,서울,2.1,"2,903"
1463,(주)오케이토마토,기타,2.1,"3,298"
1464,(주)케이티이노에듀,서울,2.1,"3,586"
1465,이우소프트(주),경기,2.1,"4,473"
1466,(주)비스톤스,서울,2.1,"3,036"
1467,(주)스쿱미디어,서울,2.1,"3,339"
1468,(주)에이블유컴즈,서울,2.1,"3,536"
1469,(주)준인터,서울,2.1,"3,075"
1470,드림미즈(주),서울,2.1,"2,982"
1471,오상테크놀로지(주),서울,2.1,"2,630"
1472,인피닉(주),서울,2.1,"2,289"
1473,한길씨앤씨(주),서울,2.1,"3,941"
1474,(주)안드로메다게임즈,서울,2.1,"3,661"
1475,(주)조아라,서울,2.1,"3,617"
1476,(주)한위드정보기술,서울,2.1,"3,516"
1477,나라비전(주),경기,2.1,"2,882"
1478,디에스글로벌(주),서울,2.1,"2,231"
1479,미디어솔루션(주),서울,2.1,"2,425"
1480,(주)위고,서울,2.0,"4,476"
1481,마준소프트(주),서울,2.0,"3,237"
1482,셀리지온(주),경기,2.0,"6,146"
1483,심네트(주),서울,2.0,"3,680"
1484,제로웹(주),부산,2.0,"2,142"
1485,포디리플레이코리아(주),서울,2.0,"5,732"
1486,(주)나우드림,서울,2.0,"3,288"
1487,(주)무브게임즈,서울,2.0,"2,761"
1488,(주)신나는플랫폼,서울,2.0,"2,349"
1489,(주)아이티에스컨버젼스,서울,2.0,"3,686"
1490,(주)인포바인,서울,2.0,"3,634"
1491,(주)오더,서울,2.0,"3,043"
1492,(주)이토마토,서울,2.0,"4,919"
1493,필아이티(주),경기,2.0,"3,367"
1494,(주)디케이비엠시,서울,2.0,"2,897"
1495,(주)왈도시스템,서울,2.0,"3,614"
1496,(주)유시스,울산,2.0,"3,244"
1497,디에이아이오(주),경기,2.0,"4,826"
1498,리얼웹(주),서울,2.0,"4,339"
1499,씨씨알(주),서울,2.0,"3,492"
1500,웹커뮤니티(주),서울,2.0,"2,046"
1501,윈즈시스템(주),경기,2.0,"3,599"
1502,유니와이드테크놀러지(주),서울,2.0,"2,890"
1503,유진아이티서비스(주),서울,2.0,"5,118"
1504,인투씨엔에스(주),경기,2.0,"3,072"
1505,제이투엔(주),서울,2.0,"3,471"
1506,트럼피아(주),서울,2.0,"4,144"
1507,티아이스퀘어(주),경기,2.0,"4,489"
1508,폴리큐브(주),서울,2.0,"2,909"
1509,푸르넷닷컴(주),서울,2.0,"3,351"
1510,(주)제이슨그룹,서울,2.0,"2,611"
1511,(주)에넥스텔레콤,서울,2.0,"3,476"
1512,퓨전데이타(주),서울,2.0,"3,299"
1513,(주)미디어포스앤컴퍼니,서울,2.0,"3,517"
1514,(주)에이취큐텍,경기,2.0,"2,280"
1515,(주)와이즈스톤,서울,2.0,"2,349"
1516,(주)참좋은인터넷,인천,2.0,"2,962"
1517,노츠(주),서울,2.0,"2,539"
1518,센텀소프트(주),부산,2.0,"2,735"
1519,(주)넷트루컨설팅그룹,서울,2.0,"3,554"
1520,(주)루키스,서울,2.0,"4,361"
1521,(주)문피아,서울,2.0,"2,924"
1522,아이디노(주),부산,2.0,"2,951"
1523,위지언(주),서울,2.0,"2,654"
1524,블루사이드(주),경기,2.0,"4,127"
1525,비즈넷피아(주),서울,2.0,"2,481"
1526,옴니피앤씨(주),서울,2.0,"3,041"
1527,컨텐츠포탈(주),서울,2.0,"2,592"
1528,(주)유니콤넷,서울,1.9,"2,595"
1529,(주)지오소프트,서울,1.9,"3,091"
1530,(주)팍스넷,서울,1.9,"3,807"
1531,브레이브이노베이션(주),서울,1.9,"2,604"
1532,에프지아이(주),서울,1.9,"2,606"
1533,엘엔케이로직코리아(주),서울,1.9,"3,073"
1534,(주)재능이아카데미,서울,1.9,"3,639"
1535,디지털프로그(주),서울,1.9,"2,857"
1536,솔루피아(주),서울,1.9,"3,620"
1537,앤시정보기술(주),부산,1.9,"2,596"
1538,엔키소프트(주),서울,1.9,"4,279"
1539,(주)라이프사이언스테크놀로지,서울,1.9,"2,931"
1540,(주)마인즈랩,경기,1.9,"3,990"
1541,(주)타이탄플랫폼,서울,1.9,"3,956"
1542,디지테크정보(주),서울,1.9,"3,541"
1543,위너스톡(주),서울,1.9,"3,691"
1544,윌비솔루션(주),서울,1.9,"5,482"
1545,(주)웨어밸리데이타,서울,1.9,"3,994"
1546,(주)하누리티엔,서울,1.9,"3,333"
1547,(주)텔레컨스,서울,1.9,"4,338"
1548,씨아이에스텍(주),서울,1.9,"4,187"
1549,아이젝스(주),서울,1.9,"3,336"
1550,웹솔루스(주),서울,1.9,"3,529"
1551,(주)소프톤엔터테인먼트 ,인천,1.9,"3,109"
1552,로코모(주),서울,1.9,"3,327"
1553,아라소프트(주),경남,1.9,"2,639"
1554,튠시스템(주),경기,1.9,"2,712"
1555,(주)더유니파이,서울,1.9,"2,597"
1556,(주)비욘드엠,서울,1.9,"2,579"
1557,브라이어스(주),서울,1.9,"1,823"
1558,(주)코이스,서울,1.9,"3,045"
1559,노아에스앤씨(주),서울,1.9,"3,614"
1560,(주)다산네트웍솔루션즈,경기,1.9,"3,934"
1561,(주)아이큐패드,서울,1.9,"3,914"
1562,(주)엔이에스,경기,1.9,"3,221"
1563,(주)아이에스에프넷코리아,서울,1.9,"2,106"
1564,메이븐코리아(주),서울,1.9,"3,666"
1565,몬스타(주),부산,1.9,"2,583"
1566,이아이랩(주),서울,1.9,"2,660"
1567,지니프릭스(주),서울,1.9,"3,031"
1568,(주)씨유기획,서울,1.8,"2,643"
1569,소소(주),대구,1.8,"2,839"
1570,엘비씨소프트(주),서울,1.8,"3,677"
1571,인섹시큐리티(주),서울,1.8,"2,550"
1572,지엠티(주),경기,1.8,"3,401"
1573,(주)엠티데이타,경기,1.8,"2,725"
1574,(주)플레이팅,서울,1.8,"3,029"
1575,초이스테크놀로지(주),인천,1.8,"3,051"
1576,(주)센시블,서울,1.8,"2,440"
1577,(주)여보야,광주,1.8,"3,730"
1578,(주)헬스허브,서울,1.8,"2,929"
1579,(주)힙합퍼,서울,1.8,"2,099"
1580,엔씨티,서울,1.8,"1,960"
1581,포위드닷컴(주),서울,1.8,"3,077"
1582,바자울정보기술(주),전남,1.8,"3,110"
1583,이노포스커뮤니케이션즈(주),서울,1.8,"2,592"
1584,큐브앤큐브(주),서울,1.8,"2,805"
1585,퍼스트데이터코리아(유),서울,1.8,"5,847"
1586,(주)에이트원,서울,1.8,"3,140"
1587,리얼디스퀘어(주),경기,1.8,"1,685"
1588,에이브랜드,서울,1.8,"3,042"
1589,이스톰(주),서울,1.8,"3,101"
1590,전자조달연구원(주),서울,1.8,"2,808"
1591,(주)가온스,서울,1.8,"2,366"
1592,위닉스정보(주),서울,1.8,"3,571"
1593,(주)이지원인터넷서비스,경기,1.8,"4,585"
1594,(주)지니,경기,1.8,"2,799"
1595,케이투웹테크(주),서울,1.8,"2,929"
1596,(주)비즈머스,대전,1.8,"3,206"
1597,(주)케이넷,광주,1.8,"2,900"
1598,계영티앤아이(주),서울,1.8,"3,349"
1599,디노플러스(주),서울,1.8,"3,439"
1600,이지스커뮤니케이션즈(주),서울,1.8,"3,093"
1601,코스코이(주),서울,1.8,"3,026"
1602,퓨즈와이어(주),서울,1.8,"2,299"
1603,딜리(주),경기,1.7,"3,680"
1604,디지털원(주),서울,1.7,"2,417"
1605,(주)스포티비,서울,1.7,"2,737"
1606,(주)앱코,서울,1.7,"3,652"
1607,데이터코어시스템즈(주),서울,1.7,"3,183"
1608,이비즈네트웍스(주),서울,1.7,"2,936"
1609,케이지모빌리언스(주),서울,1.7,"4,922"
1610,(유)체리츠,서울,1.7,"2,850"
1611,위쉬정보기술(주),서울,1.7,"2,445"
1612,유엔비즈(주),서울,1.7,"3,388"
1613,포켓몬코리아(주),서울,1.7,"2,464"
1614,(주)아라인,경기,1.7,"4,070"
1615,가온소프트(주),경남,1.7,"3,024"
1616,데이터스트림즈(주),서울,1.7,"4,042"
1617,(주)사이버메드,대전,1.7,"4,034"
1618,(주)데이타메이션,서울,1.6,"3,192"
1619,웨이브홀딩스(주),경기,1.6,"2,209"
1620,(주)솔트케이크,서울,1.6,"2,593"
1621,(주)웰컨,경기,1.6,"2,971"
1622,공영디비엠(주),서울,1.6,"2,706"
1623,수펙스테크놀러지(주),서울,1.6,"3,365"
1624,포씨소프트(주),서울,1.6,"3,114"
1625,비네트(주),서울,1.6,"4,218"
1626,씨아이씨라이프(주),경남,1.6,"2,498"
1627,한경닷컴(주) bnt뉴스,서울,1.6,"2,500"
1628,위니웍스(주),서울,1.6,"2,609"
1629,(주)스파이더크래프트,서울,1.6,"3,532"
1630,(주)위즈그룹,서울,1.6,"2,738"
1631,(주)이츠엠,대구,1.6,"2,296"
1632,넷블루(주),대구,1.6,"1,492"
1633,써브나라(주),서울,1.6,"1,982"
1634,케이넷피,서울,1.6,"2,625"
1635,제이컴정보(주),서울,1.5,"1,945"
1636,테라클(주),서울,1.5,"4,117"
1637,넷아스(주),경기,1.5,"3,072"
1638,다존기술(주),서울,1.5,"4,469"
1639,포커스원(주),경기,1.5,"3,171"
1640,(주)니트로아이,경기,1.5,"1,348"
1641,모르페우스(주),경기,1.5,"3,406"
1642,이암허브(주),서울,1.4,"1,706"
1643,재미인터랙티브(주),서울,1.4,"3,179"
1644,이클리어인터내셔날(주),서울,1.4,"1,964"
1645,아이리시스(주),서울,1.4,"3,311"
1646,에픽소프트(주),서울,1.4,"2,114"
1647,(주)세이퍼존,대전,1.3,"3,639"
1648,원더풀소프트(주),서울,1.3,"3,372"
1649,(주)아이네임즈,경기,1.3,"2,853"
1650,에프케이비씨지(주),서울,1.3,"4,456"
1651,디자인커뮤니케이션(주),서울,1.2,"2,718"
